epoch,loss,lr,val_loss
143,0.1143260035249922,0.001,0.09799350053071976
144,0.1099322948190901,0.001,0.09410357475280762
145,0.10571501503388087,0.001,0.09035658091306686
146,0.1015944962700208,0.001,0.08674223721027374
147,0.09764151059918934,0.001,0.08324882388114929
148,0.0939200856619411,0.001,0.07988028973340988
149,0.09019542766941918,0.001,0.07665051519870758
150,0.08664377000596789,0.001,0.0735415518283844
151,0.08323672794633441,0.001,0.07054263353347778
152,0.07998658650451236,0.001,0.06765951216220856
153,0.07675064868397183,0.001,0.06488921493291855
154,0.07376799633105596,0.001,0.06221337988972664
155,0.07078546981016795,0.001,0.05964846536517143
156,0.06792244878080156,0.001,0.0571766123175621
157,0.06524956938293246,0.001,0.05479560047388077
158,0.0625320522321595,0.001,0.05250980705022812
159,0.06008820144666566,0.001,0.0503060407936573
160,0.057613237533304426,0.001,0.04820585250854492
161,0.05530861367781957,0.001,0.046196822077035904
162,0.05300087158878644,0.001,0.044281840324401855
163,0.05085302682386504,0.001,0.042437922209501266
164,0.04882001512580448,0.001,0.040666498243808746
165,0.04680483846200837,0.001,0.03897587209939957
166,0.044927809139092764,0.001,0.03735841065645218
167,0.04310420138968362,0.001,0.03581894189119339
168,0.04130002649294005,0.001,0.03435138612985611
169,0.03965790760185983,0.001,0.032937292009592056
170,0.03801466210020913,0.001,0.031583692878484726
171,0.03648732089334064,0.001,0.030284056439995766
172,0.03499593834082285,0.001,0.029043450951576233
173,0.033547868082920713,0.001,0.02786918915808201
174,0.032204713837967976,0.001,0.02675846591591835
175,0.03087257436580128,0.001,0.025698333978652954
176,0.02965065696173244,0.001,0.024686995893716812
177,0.028475861251354217,0.001,0.023730194196105003
178,0.02734074741601944,0.001,0.02282370626926422
179,0.026316106402211718,0.001,0.021963080391287804
180,0.025311566185620096,0.001,0.021153774112462997
181,0.024323278210229345,0.001,0.020390909165143967
182,0.02343897596001625,0.001,0.019662601873278618
183,0.022571137009395493,0.001,0.01902838796377182
184,0.021753866349657376,0.001,0.01842477172613144
185,0.02096478943195608,0.001,0.017848195508122444
186,0.020217588999205165,0.001,0.017296278849244118
187,0.019502104736036724,0.001,0.016768131405115128
188,0.01882144394848082,0.001,0.016263704746961594
189,0.018163807524575127,0.001,0.015782790258526802
190,0.017516827997234134,0.001,0.015323367901146412
191,0.016955830736292733,0.001,0.014882254414260387
192,0.016389707972606023,0.001,0.014467653818428516
193,0.01583973759164413,0.001,0.014078463427722454
194,0.015341358838809861,0.001,0.013710306957364082
195,0.014854348864820269,0.001,0.013364705257117748
196,0.014415401137537427,0.001,0.013040116056799889
197,0.013972111480931441,0.001,0.012736717239022255
198,0.013564161500997013,0.001,0.012447971850633621
199,0.01318505946546793,0.001,0.012173740193247795
200,0.012820421242051655,0.001,0.01191417034715414
201,0.012488713839815722,0.001,0.011669556610286236
202,0.012136513077550464,0.001,0.011440099216997623
203,0.011855663007332219,0.001,0.011219708248972893
204,0.011553465699156126,0.001,0.011013234034180641
205,0.011284681357857254,0.001,0.01081844512373209
206,0.011030851935760842,0.001,0.010636167600750923
207,0.010787291938645973,0.001,0.010466249659657478
208,0.010549353456331624,0.001,0.010307220742106438
209,0.010357529887308677,0.001,0.010156729258596897
210,0.010135959709684055,0.001,0.010018333792686462
211,0.009963463060557842,0.001,0.00988725759088993
212,0.00976982834852404,0.001,0.009765195660293102
213,0.009613524491174353,0.001,0.009648364037275314
214,0.009438934032287863,0.001,0.009537902660667896
215,0.009293068821231524,0.001,0.009431122802197933
216,0.009151182054645485,0.001,0.009329068474471569
217,0.009020783255497615,0.001,0.009233450517058372
218,0.008869390644960933,0.001,0.009145154617726803
219,0.008766799937519762,0.001,0.009060493670403957
220,0.008640041616227891,0.001,0.008983288891613483
221,0.008541337338586648,0.001,0.008911265060305595
222,0.008436192447940508,0.001,0.008845856413245201
223,0.00834489213820133,0.001,0.008786286227405071
224,0.008252027423845397,0.001,0.008731542155146599
225,0.008167373409701719,0.001,0.008679861202836037
226,0.008101068778584401,0.001,0.008630577474832535
227,0.008019544266992145,0.001,0.008585387840867043
228,0.00795472783760892,0.001,0.008542091585695744
229,0.007890038130184015,0.001,0.008501652628183365
230,0.00782169827984439,0.001,0.008463907986879349
231,0.0077772302449577385,0.001,0.00842856802046299
232,0.007709927204996347,0.001,0.00839718896895647
233,0.007657490277455913,0.001,0.008366468362510204
234,0.00760687134332127,0.001,0.008337886072695255
235,0.007565661757770512,0.001,0.008310874924063683
236,0.007515481062647369,0.001,0.00828577671200037
237,0.00747275816069709,0.001,0.008262104354798794
238,0.007429629460804992,0.001,0.0082401093095541
239,0.007393974603878127,0.001,0.008219205774366856
240,0.007365429442789819,0.001,0.008200721815228462
241,0.0073195219660798705,0.001,0.008185232058167458
242,0.007294959367977249,0.001,0.00816996768116951
243,0.00726588833042317,0.001,0.00815595779567957
244,0.007243860233575106,0.001,0.008143698796629906
245,0.00721298156099187,0.001,0.008134335279464722
246,0.007189793512225151,0.001,0.008126028813421726
247,0.007169654303126865,0.001,0.008118401281535625
248,0.007147345547046926,0.001,0.008111212402582169
249,0.007128710698129402,0.001,0.008103523403406143
250,0.00711255729612377,0.001,0.008095948025584221
251,0.007091834520300229,0.001,0.008089782670140266
252,0.007070871773693296,0.001,0.00808414351195097
253,0.007052171209620105,0.001,0.008077520877122879
254,0.0070349777427812414,0.001,0.008070522919297218
255,0.007018782891747025,0.001,0.008063625544309616
256,0.00700205121603277,0.001,0.008057314902544022
257,0.006989095649785466,0.001,0.008051597513258457
258,0.006970595320065816,0.001,0.008046643808484077
259,0.006958746785918872,0.001,0.008042276836931705
260,0.006949886451992723,0.001,0.008039059117436409
261,0.006934848707169294,0.001,0.008036889135837555
262,0.006923040954603089,0.001,0.008035085164010525
263,0.006915345674173699,0.001,0.008033118210732937
264,0.006904682320439153,0.001,0.008031576871871948
265,0.006894841479758422,0.001,0.008030627854168415
266,0.0068876974077688325,0.001,0.008029475808143616
267,0.006876653422498041,0.001,0.008028707467019558
268,0.006867505071891679,0.001,0.008027730509638786
269,0.006862688519888454,0.001,0.008026689291000366
270,0.006855320309599241,0.001,0.008026666939258575
271,0.006846939668887191,0.001,0.008027320727705956
272,0.006837692277299033,0.001,0.00802874006330967
273,0.006835549862848388,0.00075,0.008030028082430363
274,0.006828656358023485,0.00075,0.008031385019421577
275,0.006822803430259228,0.00075,0.008032925426959991
276,0.006820072813166512,0.00075,0.008034305647015572
277,0.006814979927407371,0.00075,0.008035393431782722
278,0.006810723586628834,0.00075,0.008036389015614986
279,0.006806986985935105,0.00075,0.008037402294576168
280,0.0068038194336824944,0.00075,0.008038965053856373
281,0.006800264492630959,0.00075,0.008040192537009716
282,0.0067957093111342855,0.00075,0.008041927590966225
283,0.006790580703980393,0.00075,0.008043642155826092
284,0.006787888560858038,0.00075,0.008046029135584831
285,0.006783707357115216,0.00075,0.008048106916248798
286,0.006779531099730068,0.00075,0.008050207979977131
287,0.006775032356381416,0.00075,0.008052879944443703
288,0.006770394256131517,0.00075,0.008055349811911583
289,0.006766234048538738,0.00075,0.008057977072894573
290,0.006763276136997673,0.00075,0.008060854859650135
291,0.006758405444108778,0.00075,0.00806337408721447
292,0.006754287559953001,0.00075,0.008066031150519848
293,0.006750484431783358,0.0005625,0.00806791428476572
294,0.00674748525230421,0.0005625,0.008069584146142006
295,0.0067442665238761235,0.0005625,0.008070947602391243
296,0.0067409589369263915,0.0005625,0.0080720204859972
297,0.006737672941138347,0.0005625,0.008072828873991966
298,0.006735103028929896,0.0005625,0.008073590695858002
299,0.006731279753148555,0.0005625,0.008074495941400528
300,0.0067289997927016685,0.0005625,0.008075556717813015
301,0.006725184816039271,0.0005625,0.008076807484030724
302,0.00672205425798893,0.0005625,0.008078062906861305
303,0.006719313675744666,0.0005625,0.008079282939434052
304,0.00671555669978261,0.0005625,0.008080403320491314
305,0.006712100737624698,0.0005625,0.008081362582743168
306,0.006709547133909331,0.0005625,0.008082278072834015
307,0.006706632704784473,0.0005625,0.008082853630185127
308,0.0067031611998875935,0.0005625,0.00808350183069706
309,0.006700764772378736,0.0005625,0.008084496483206749
310,0.006698524062004354,0.0005625,0.0080855842679739
311,0.006695017404854298,0.0005625,0.008086765184998512
312,0.006691794563084841,0.0005625,0.008087925612926483
