epoch,loss,lr,val_loss
0,3.0144874519772,0.001,2.520357608795166
1,2.940233606762356,0.001,2.450974225997925
2,2.8562226401435002,0.001,2.3808887004852295
3,2.7697758303748237,0.001,2.3134825229644775
4,2.6900616698794897,0.001,2.246464967727661
5,2.6092068990071615,0.001,2.1810896396636963
6,2.5308385054270426,0.001,2.1173579692840576
7,2.4543594148423935,0.001,2.0549159049987793
8,2.3791949060228137,0.001,1.994231939315796
9,2.3072961701287165,0.001,1.93756103515625
10,2.236363670561049,0.001,1.8822953701019287
11,2.1673605706956653,0.001,1.8300615549087524
12,2.1029750559065077,0.001,1.7802257537841797
13,2.037734717792935,0.001,1.7334855794906616
14,1.9760388798183866,0.001,1.6878929138183594
15,1.9156391594145032,0.001,1.6429249048233032
16,1.856024514304267,0.001,1.5993603467941284
17,1.7990597671932644,0.001,1.5566599369049072
18,1.7433252228630913,0.001,1.5162303447723389
19,1.6918206055959066,0.001,1.4790236949920654
20,1.6396447446611193,0.001,1.4428209066390991
21,1.5904535055160522,0.001,1.4077517986297607
22,1.5423679643207127,0.001,1.373569130897522
23,1.497351778878106,0.001,1.340057611465454
24,1.4532345083024767,0.001,1.3077081441879272
25,1.4111759185791015,0.001,1.2764432430267334
26,1.3721692085266113,0.001,1.2462111711502075
27,1.3344494157367282,0.001,1.2167656421661377
28,1.296507093641493,0.001,1.1881455183029175
29,1.2618028587765164,0.001,1.1602637767791748
30,1.2275675614674886,0.001,1.1331983804702759
31,1.1936500390370688,0.001,1.1067888736724854
32,1.1610541555616591,0.001,1.0813002586364746
33,1.130891450246175,0.001,1.0563673973083496
34,1.0999025291866726,0.001,1.032259464263916
35,1.0711339844597711,0.001,1.0086430311203003
36,1.0431139707565307,0.001,0.985573410987854
37,1.0162558052274915,0.001,0.963038444519043
38,0.9907291968663533,0.001,0.9409635663032532
39,0.9651011202070449,0.001,0.9196277856826782
40,0.9398925304412842,0.001,0.8988463282585144
41,0.9167035142580668,0.001,0.8785082697868347
42,0.8938087503115336,0.001,0.8587597012519836
43,0.8718063566419814,0.001,0.8395869135856628
44,0.8497793038686117,0.001,0.820989727973938
45,0.8288115210003323,0.001,0.8027739524841309
46,0.8086332586076524,0.001,0.7850698232650757
47,0.7897463321685791,0.001,0.7677755951881409
48,0.7708785865041945,0.001,0.7510316967964172
49,0.7529623879326715,0.001,0.7347203493118286
50,0.7353619813919068,0.001,0.7187718152999878
51,0.7185194823477004,0.001,0.7031081914901733
52,0.702801971965366,0.001,0.6878954172134399
53,0.6873387654622396,0.001,0.673367440700531
54,0.6724644554985895,0.001,0.6598486304283142
55,0.6581710855166117,0.001,0.6486173868179321
